Task,Priority,Tags,Created Date,Due Date,Alarm
Renew library membership,High,Personal,2023-08-13,2024-10-30,True
Renew library membership,Medium,Personal,2023-01-11,2023-02-18,False
Schedule car service,High,Work,2024-06-22,2024-09-08,True
Go to school,Medium,Personal,2023-07-25,2024-04-02,True
Work on project,Low,Personal,2023-04-25,2023-08-01,True
Organize desk,Low,Work,2023-09-13,2024-07-09,False
Complete meeting,High,Work,2023-10-06,2024-02-27,False
Plan weekend trip,Low,Work,2023-02-14,2023-08-18,True
Visit doctor,Low,Personal,2023-05-19,2024-04-10,True
Go to school,Low,Personal,2023-07-18,2024-05-28,True
Write report,Medium,Personal,2023-03-06,2024-01-03,True
Call plumber,High,Personal,2023-10-25,2024-10-17,True
Send emails,High,Work,2024-06-06,2024-09-29,True
Go to bank,Low,Work,2023-07-22,2023-10-25,False
Work on project,Medium,Work,2024-05-25,2024-07-07,True
Complete meeting,Low,Personal,2023-12-31,2024-03-29,False
Read book,High,Work,2024-02-17,2024-11-20,True
Attend seminar,Low,Work,2023-10-08,2024-07-18,True
Plan weekend trip,Medium,Personal,2024-02-17,2024-03-30,False
Attend seminar,Low,Personal,2024-02-13,2024-05-03,False
Complete meeting,High,Personal,2023-02-16,2024-08-16,True
Write report,High,Work,2023-05-18,2023-11-24,True
Attend seminar,Low,Work,2023-11-30,2024-10-19,False
Book flight tickets,Medium,Work,2023-02-03,2023-05-19,False
Organize desk,High,Work,2023-04-28,2023-11-22,True
Organize desk,Medium,Personal,2023-04-03,2024-07-26,True
Take stationary,Low,Personal,2023-03-08,2024-11-09,False
Schedule car service,Low,Work,2024-07-18,2024-08-28,False
Read book,Medium,Work,2024-01-04,2024-05-19,True
Schedule car service,Medium,Personal,2023-01-08,2024-06-30,False
Take groceries,High,Work,2023-01-14,2023-06-22,False
Visit doctor,High,Personal,2023-08-12,2024-08-12,True
Visit doctor,Medium,Personal,2023-01-01,2024-03-08,False
Book flight tickets,High,Work,2023-04-20,2024-04-01,False
Write report,High,Personal,2023-04-24,2024-11-24,False
Call plumber,Low,Work,2023-01-03,2023-02-03,False
Book flight tickets,Low,Personal,2023-07-22,2023-10-30,False
Take stationary,Low,Personal,2024-04-23,2024-08-09,False
Read book,Low,Work,2023-11-17,2024-09-19,True
Organize desk,High,Work,2023-02-09,2023-12-08,True
Send emails,Low,Personal,2023-03-25,2024-08-20,True
Renew library membership,Medium,Personal,2023-11-11,2024-03-09,True
Visit doctor,High,Work,2024-02-27,2024-04-11,True
Go to school,High,Personal,2023-06-22,2024-08-04,True
Complete meeting,Medium,Work,2023-10-26,2023-12-31,True
Organize desk,Low,Personal,2024-02-12,2024-05-01,True
Renew library membership,Medium,Work,2023-02-11,2024-01-10,True
Complete meeting,Low,Work,2024-02-21,2024-09-17,False
Work on project,High,Personal,2023-12-18,2024-11-03,False
Plan weekend trip,Medium,Personal,2024-01-04,2024-06-01,True
Book flight tickets,Medium,Personal,2023-04-23,2024-12-07,True
Complete meeting,High,Personal,2023-10-22,2024-04-24,False
Renew library membership,Medium,Work,2023-06-13,2024-02-05,True
Go to bank,Medium,Personal,2024-01-24,2024-04-01,True
Go to bank,Low,Personal,2024-05-13,2024-11-19,True
Go to school,Medium,Work,2023-07-08,2023-11-08,False
Schedule car service,Medium,Personal,2024-07-30,2024-09-27,True
Book flight tickets,Low,Work,2023-08-16,2024-02-23,True
Join gym session,Low,Personal,2023-05-25,2023-12-10,False
Send emails,High,Work,2024-04-20,2024-05-03,False
Go to school,Low,Personal,2023-02-13,2023-10-15,False
Visit doctor,High,Work,2023-10-06,2024-10-17,True
Join gym session,Medium,Personal,2023-03-23,2024-12-13,True
Join gym session,High,Personal,2023-04-11,2023-04-28,True
Send emails,Medium,Personal,2023-12-13,2024-10-27,True
Attend seminar,Low,Personal,2024-01-10,2024-09-29,True
Renew library membership,Medium,Work,2024-06-24,2024-09-02,True
Schedule car service,High,Personal,2023-03-15,2024-05-28,True
Plan weekend trip,Low,Personal,2024-05-28,2024-10-12,False
Call plumber,Low,Personal,2023-09-09,2024-04-15,False
Take groceries,High,Personal,2023-09-13,2024-09-25,True
Read book,Low,Personal,2024-06-24,2024-08-07,False
Work on project,Low,Work,2023-07-07,2024-03-03,True
Go to school,Low,Work,2024-05-24,2024-05-31,False
Schedule car service,Low,Work,2023-02-03,2023-04-17,True
Plan weekend trip,Low,Work,2023-05-15,2023-07-04,False
Go to school,Low,Personal,2023-06-13,2024-12-12,True
Take stationary,High,Work,2024-03-31,2024-09-27,True
Complete meeting,Medium,Personal,2023-01-25,2023-09-26,True
Attend seminar,High,Personal,2023-08-28,2024-03-22,True
Go to school,Medium,Work,2023-04-16,2024-01-15,True
Join gym session,High,Personal,2023-08-14,2023-11-21,False
Join gym session,Medium,Work,2023-05-25,2024-07-19,True
Write report,Medium,Personal,2023-09-21,2023-10-25,True
Complete meeting,Low,Personal,2023-03-02,2023-03-04,False
Work on project,High,Work,2023-10-03,2023-10-11,True
Complete meeting,High,Work,2023-09-12,2024-01-26,False
Go to school,Low,Personal,2023-11-25,2024-08-21,False
Call plumber,Low,Personal,2023-10-16,2024-10-28,False
Organize desk,High,Work,2023-03-10,2024-07-16,False
Join gym session,Low,Personal,2023-07-29,2024-12-14,False
Renew library membership,High,Personal,2023-03-30,2024-01-30,False
Send emails,Medium,Work,2023-09-09,2024-05-24,True
Attend seminar,Low,Work,2023-06-16,2024-04-19,True
Send emails,High,Personal,2024-07-12,2024-11-28,False
Book flight tickets,Low,Work,2023-06-10,2024-02-11,True
Organize desk,Low,Personal,2023-06-08,2024-01-25,False
Send emails,Low,Personal,2023-01-20,2023-07-27,True
Prepare presentation,Low,Work,2024-09-19,2024-12-03,False
Call plumber,Medium,Work,2023-06-07,2024-11-26,True
Read book,Medium,Work,2023-07-08,2024-02-03,False
Go to bank,Medium,Work,2023-03-08,2024-01-15,False
Join gym session,High,Work,2024-05-21,2024-05-27,True
Organize desk,High,Work,2023-07-30,2024-10-19,True
Read book,Medium,Work,2023-04-06,2024-10-11,False
Write report,Low,Personal,2023-11-23,2024-09-28,True
Renew library membership,High,Personal,2023-03-20,2023-08-15,True
Visit doctor,Medium,Work,2023-08-07,2023-10-24,False
Complete meeting,High,Personal,2023-06-01,2024-11-15,False
Work on project,Low,Work,2023-02-08,2023-10-24,False
Visit doctor,Low,Personal,2023-09-11,2024-01-09,False
Prepare presentation,Low,Work,2023-04-16,2024-10-17,False
Buy birthday gift,Medium,Personal,2023-03-04,2024-10-23,True
Work on project,High,Personal,2023-05-06,2023-08-06,False
Complete meeting,High,Personal,2023-07-30,2024-09-30,False
Read book,High,Work,2023-01-24,2024-06-12,True
Take groceries,High,Personal,2024-08-05,2024-12-02,False
Attend seminar,Medium,Personal,2023-11-15,2024-06-04,True
Read book,High,Personal,2023-12-01,2024-06-18,True
Join gym session,Low,Work,2023-08-09,2024-12-11,True
Go to bank,Low,Work,2023-06-26,2023-09-08,False
Organize desk,Medium,Personal,2023-08-06,2024-02-15,True
Book flight tickets,Medium,Work,2023-07-12,2024-06-02,True
Call plumber,High,Work,2023-01-08,2024-06-02,True
Visit doctor,Low,Work,2023-01-31,2024-03-05,False
Go to school,High,Personal,2023-05-03,2024-02-14,False
Schedule car service,High,Personal,2024-04-28,2024-09-15,True
Buy birthday gift,Medium,Work,2024-01-26,2024-06-01,True
Send emails,High,Work,2023-09-15,2024-02-15,True
Take stationary,Low,Work,2024-04-13,2024-09-19,False
Write report,High,Personal,2023-02-08,2024-06-19,False
Renew library membership,High,Work,2024-03-25,2024-04-14,False
Take stationary,Medium,Personal,2024-05-07,2024-07-28,True
Join gym session,Low,Work,2023-09-19,2024-08-26,True
Write report,Medium,Personal,2024-08-07,2024-10-18,True
Schedule car service,Medium,Work,2024-06-30,2024-11-08,False
Send emails,Low,Work,2023-08-18,2024-09-16,False
Call plumber,High,Personal,2024-05-07,2024-07-21,True
Take groceries,Low,Personal,2023-06-10,2023-09-19,False
Complete meeting,Low,Work,2023-08-18,2024-12-08,False
Buy birthday gift,Low,Personal,2024-05-11,2024-07-14,False
Take stationary,Low,Work,2023-05-17,2023-12-23,False
Schedule car service,Medium,Work,2024-06-22,2024-12-29,True
Prepare presentation,Low,Personal,2023-03-20,2023-05-18,True
Call plumber,Low,Personal,2023-03-12,2023-09-18,True
Join gym session,Low,Personal,2023-07-18,2024-04-07,True
Schedule car service,High,Personal,2023-11-08,2024-03-27,True
Visit doctor,Low,Personal,2023-05-28,2024-01-23,False
Plan weekend trip,High,Personal,2023-04-12,2023-10-23,True
Schedule car service,High,Personal,2023-10-24,2024-05-15,True
Prepare presentation,Medium,Work,2023-03-17,2024-07-23,False
Work on project,High,Work,2023-04-22,2023-11-22,False
Visit doctor,High,Work,2023-03-06,2023-09-13,True
Take groceries,High,Personal,2023-03-19,2024-06-19,False
Send emails,Medium,Personal,2023-05-28,2023-07-14,True
Organize desk,Low,Personal,2023-11-27,2024-04-01,True
Call plumber,Low,Work,2023-04-14,2024-10-16,False
Call plumber,High,Work,2023-09-24,2024-06-28,False
Book flight tickets,Medium,Personal,2023-10-09,2024-01-19,True
Work on project,Low,Work,2023-02-26,2023-06-02,True
Work on project,Medium,Personal,2023-09-10,2024-05-11,True
Send emails,Medium,Personal,2023-09-28,2024-11-24,True
Prepare presentation,Low,Personal,2023-04-26,2024-02-21,False
Call plumber,Low,Personal,2024-05-15,2024-07-06,False
Attend seminar,High,Work,2023-11-23,2023-11-29,True
Organize desk,Medium,Work,2023-05-14,2023-07-05,True
Read book,Medium,Work,2023-06-06,2024-10-29,True
Complete meeting,High,Personal,2023-10-28,2024-06-12,False
Send emails,Low,Work,2023-02-03,2024-11-18,False
Attend seminar,Low,Work,2023-11-25,2024-11-04,True
Buy birthday gift,Low,Personal,2023-07-29,2023-10-19,False
Buy birthday gift,Low,Personal,2024-03-23,2024-09-06,True
Renew library membership,Low,Work,2023-11-20,2024-10-15,False
Send emails,High,Personal,2023-10-23,2023-11-18,False
Prepare presentation,Low,Personal,2023-01-09,2023-08-16,True
Read book,Low,Work,2024-03-15,2024-10-13,True
Read book,High,Personal,2023-09-06,2024-06-19,True
Plan weekend trip,High,Personal,2023-09-14,2024-07-01,True
Attend seminar,High,Work,2024-03-02,2024-11-07,False
Buy birthday gift,Medium,Personal,2023-05-02,2024-05-05,False
Prepare presentation,High,Work,2024-07-28,2024-09-06,False
Write report,High,Personal,2023-12-10,2024-10-19,False
Complete meeting,Medium,Personal,2023-11-26,2024-08-14,True
Schedule car service,High,Personal,2023-08-22,2023-12-26,False
Take groceries,Medium,Work,2023-02-13,2024-02-13,True
Read book,High,Personal,2024-04-09,2024-09-13,True
Schedule car service,High,Personal,2023-09-16,2024-06-27,False
Go to school,Low,Personal,2023-11-20,2024-04-22,True
Take groceries,Medium,Work,2023-03-25,2024-10-02,True
Take stationary,Low,Personal,2024-02-05,2024-10-22,True
Prepare presentation,Low,Personal,2023-10-05,2024-03-14,True
Plan weekend trip,Medium,Personal,2023-11-13,2023-12-29,True
Organize desk,Low,Work,2023-10-21,2024-10-06,True
Write report,Medium,Personal,2023-01-14,2024-03-04,False
Organize desk,Low,Personal,2024-05-30,2024-12-30,False
Organize desk,Low,Work,2023-10-11,2024-02-02,True
Read book,High,Work,2024-09-12,2024-12-29,False
Visit doctor,Low,Personal,2023-07-27,2024-03-15,True
Book flight tickets,Low,Personal,2023-01-08,2023-08-24,True
Take groceries,Medium,Personal,2023-04-29,2023-06-21,True
Work on project,Medium,Personal,2024-02-06,2024-09-24,False
Renew library membership,High,Personal,2023-03-18,2024-07-19,False
Complete meeting,High,Work,2024-05-10,2024-08-29,True
Take stationary,Medium,Work,2024-08-27,2024-11-04,True
Organize desk,Medium,Work,2023-07-26,2024-03-18,True
Buy birthday gift,Medium,Work,2023-12-27,2024-04-13,False
Attend seminar,Medium,Personal,2023-03-28,2023-08-16,True
Read book,Medium,Work,2023-07-16,2024-07-03,False
Call plumber,Medium,Work,2023-01-08,2024-01-18,False
Go to bank,Low,Personal,2024-03-08,2024-04-20,True
Read book,Low,Work,2024-05-08,2024-07-16,False
Take stationary,Low,Work,2023-09-01,2023-09-29,True
Schedule car service,Medium,Personal,2024-06-26,2024-10-21,True
Take groceries,Medium,Personal,2023-02-03,2024-07-21,False
Attend seminar,High,Personal,2023-01-29,2024-08-21,False
Send emails,High,Personal,2024-04-01,2024-09-18,True
Take groceries,High,Work,2023-11-02,2024-04-24,False
Buy birthday gift,High,Work,2023-03-11,2024-04-30,True
Work on project,High,Personal,2024-04-27,2024-09-21,True
Prepare presentation,High,Work,2024-01-01,2024-11-13,True
Plan weekend trip,Low,Personal,2023-03-25,2023-06-25,True
Join gym session,Medium,Work,2024-01-16,2024-05-21,False
Book flight tickets,Low,Work,2024-01-16,2024-03-17,False
Schedule car service,High,Work,2024-03-09,2024-12-29,False
Prepare presentation,Medium,Work,2023-10-02,2024-11-20,False
Write report,High,Work,2023-11-02,2023-12-27,False
Read book,Low,Personal,2023-05-19,2023-06-24,True
Book flight tickets,Medium,Personal,2023-04-01,2024-02-21,True
Prepare presentation,Low,Personal,2023-09-09,2023-12-13,True
Complete meeting,High,Work,2023-09-23,2024-10-15,True
Go to school,High,Work,2023-07-30,2024-06-07,True
Send emails,High,Personal,2023-03-27,2024-10-27,True
Visit doctor,Medium,Personal,2023-01-18,2024-06-04,False
Schedule car service,Low,Work,2023-09-25,2023-10-30,False
Take groceries,Low,Personal,2024-05-20,2024-06-17,False
Visit doctor,High,Personal,2024-07-20,2024-10-17,True
Plan weekend trip,High,Personal,2023-08-13,2024-01-15,True
Send emails,Medium,Work,2023-12-05,2024-11-27,False
Send emails,Medium,Personal,2023-07-09,2024-10-07,False
Go to bank,Low,Work,2024-06-22,2024-07-12,False
Read book,Medium,Personal,2023-02-10,2024-11-16,False
Plan weekend trip,Low,Personal,2023-04-16,2023-12-24,True
Work on project,Medium,Personal,2023-07-04,2024-07-06,False
Call plumber,High,Work,2024-02-25,2024-09-19,False
Complete meeting,Medium,Personal,2024-09-21,2024-12-27,True
Prepare presentation,Medium,Personal,2023-04-26,2024-09-15,True
Schedule car service,Medium,Personal,2024-05-20,2024-12-12,True
Renew library membership,Low,Personal,2023-11-07,2024-07-13,False
Take groceries,Low,Work,2023-02-10,2024-07-30,True
Call plumber,High,Personal,2024-03-29,2024-11-03,False
Renew library membership,High,Work,2023-05-10,2024-05-03,False
Send emails,Medium,Work,2024-04-28,2024-10-23,True
Work on project,Medium,Personal,2023-05-07,2024-01-24,False
Organize desk,Low,Personal,2023-01-19,2024-01-08,False
Work on project,Low,Personal,2023-06-07,2024-03-12,True
Go to bank,High,Work,2023-03-28,2023-11-09,False
Attend seminar,Medium,Personal,2023-01-23,2024-03-08,False
Take stationary,Low,Work,2023-11-03,2024-06-23,True
Buy birthday gift,Low,Personal,2023-11-28,2024-05-23,True
Book flight tickets,Low,Personal,2024-01-08,2024-03-05,False
Buy birthday gift,Medium,Personal,2023-04-08,2023-09-03,False
Read book,High,Personal,2023-09-25,2024-09-25,True
Work on project,Medium,Personal,2023-06-10,2024-02-16,True
Book flight tickets,Low,Personal,2024-10-24,2024-11-27,True
Visit doctor,Medium,Personal,2023-09-22,2024-05-28,False
Schedule car service,Low,Personal,2024-02-09,2024-06-29,False
Take stationary,Low,Personal,2023-01-03,2024-01-14,True
Renew library membership,Medium,Work,2023-07-20,2023-11-17,True
Plan weekend trip,Low,Personal,2023-08-14,2024-08-19,False
Join gym session,High,Personal,2023-11-29,2024-05-20,False
Prepare presentation,Low,Personal,2024-04-30,2024-07-30,True
Organize desk,High,Personal,2024-01-04,2024-08-13,False
Prepare presentation,Low,Personal,2023-05-25,2024-01-12,True
Book flight tickets,Low,Personal,2023-08-06,2024-09-20,True
Join gym session,Low,Work,2024-05-25,2024-06-14,True
Read book,High,Work,2023-02-11,2024-08-21,True
Prepare presentation,High,Work,2023-04-22,2024-06-12,True
Schedule car service,Medium,Personal,2023-04-05,2024-04-04,True
Call plumber,Low,Work,2024-05-13,2024-07-02,True
Buy birthday gift,Medium,Work,2023-08-05,2024-09-18,True
Prepare presentation,Low,Work,2024-03-28,2024-11-26,True
Visit doctor,Medium,Work,2023-01-05,2023-10-13,True
Write report,High,Personal,2023-06-08,2024-09-14,False
Take groceries,Low,Work,2024-09-10,2024-10-01,False
Renew library membership,Low,Work,2023-08-14,2023-10-29,True
Renew library membership,High,Personal,2023-09-06,2024-02-06,True
Book flight tickets,Low,Personal,2023-02-05,2024-08-14,False
Write report,Low,Personal,2023-04-14,2024-10-16,True
Buy birthday gift,High,Work,2023-02-26,2023-08-31,False
Book flight tickets,Low,Work,2024-03-10,2024-03-14,True
Visit doctor,Medium,Personal,2023-03-24,2024-08-19,True
Prepare presentation,Low,Personal,2024-01-30,2024-08-29,True
Take stationary,High,Work,2023-01-01,2024-02-28,False
Go to bank,Medium,Personal,2023-02-17,2024-09-18,False
Send emails,Medium,Personal,2023-03-28,2024-01-14,True
Go to school,High,Work,2023-03-09,2024-01-26,False
Go to school,Medium,Work,2023-12-25,2024-09-17,True
Go to bank,High,Personal,2023-01-14,2023-06-15,True
Go to bank,Medium,Work,2023-10-23,2024-11-13,True
Call plumber,Low,Work,2023-04-03,2023-09-21,True
Write report,Medium,Personal,2023-01-06,2023-09-17,True
Send emails,Low,Personal,2023-04-29,2023-08-11,True
Complete meeting,Medium,Personal,2023-01-03,2024-12-06,True
Prepare presentation,High,Personal,2024-07-06,2024-09-15,True
Take groceries,Low,Work,2023-12-01,2024-10-15,True
Book flight tickets,Low,Work,2023-03-08,2023-08-06,True
Schedule car service,High,Personal,2023-04-19,2024-01-19,False
Work on project,Medium,Personal,2023-04-23,2024-10-24,True
Take groceries,High,Work,2024-03-02,2024-04-19,True
Organize desk,Low,Work,2023-10-30,2024-04-10,False
Renew library membership,High,Work,2023-07-14,2024-12-09,True
Plan weekend trip,Medium,Personal,2023-01-31,2023-12-12,False
Send emails,High,Personal,2023-03-05,2023-04-14,False
Read book,High,Personal,2023-03-28,2024-07-26,True
Go to school,Medium,Work,2023-03-02,2024-09-30,False
Take stationary,Low,Personal,2023-08-24,2023-09-12,False
Work on project,High,Personal,2023-01-15,2024-09-21,False
Renew library membership,Medium,Work,2023-03-22,2023-05-23,True
Visit doctor,High,Personal,2023-05-19,2024-03-02,True
Go to bank,High,Work,2023-05-26,2024-04-14,False
Buy birthday gift,High,Work,2023-08-25,2024-07-07,False
Call plumber,Low,Work,2024-02-08,2024-12-03,True
Take groceries,High,Work,2023-03-07,2023-09-08,True
Write report,Low,Work,2023-11-13,2024-07-12,False
Visit doctor,High,Personal,2024-02-02,2024-06-08,False
